Review,Rating
Мерзкое отношение к клиентам!,1
Новые тарифы от S7 и сплошная обдираловка!,3
Паршивая компания,1
"Наверное, есть авиакомпании похуже. Но и лучше тоже есть! Больше не полечу.",3
С каждым днем все хуже и хуже.,2
Из Хабаровска в Москву по самой выгодной цене 2017 года ! Борт А320,5
"Неплохая авиакомпания, подробный отзыв + много фото",5
Спасибо за комфортные полёты!,5
ШОК,1
"----====&gt;&gt;&gt; Цвет настроения - Шартрез. Красиво, вежливо, приятные сюрпризы &lt;&lt;&lt;===----",4
"Отвратительная компания, обманывают людей",1
"Не ждите многого, это не Аэрофлот и тем более не Эмирейтс)))",4
"Хорошо полетали! Ярко, позитивно, познавательно!(подробный отзыв, даже до колл центра добралась!)",4
Нормальная компания с адекватными ценами. Отзыв постоянного клиента.,5
Мой первый полет ) #внебо,5
негатив,1
"Рейс Санкт-Петербург LED  - Брянск BZK S7 3070. Комфорт, пунктуальность и отличный сервис. Первый полет моей дочки в 1 год 6 месяцев.",5
Перебронировать билеты на другую дату у S7 - это издевательство с тяжкими финансовыми последствиями!,2
Плохо,1
Ужастят:))),1
"Отличного полета, летайте с удовольствием",5
Все в порядке. Посадка мягкая.,5
Спасибо за комфортный перелёт!,5
Отвратительно,1
Неплохой бюджетный перевозчик,4
S7 - полет отличный!,5
В S7 практикуются мошеннические схемы.,1
Ужасное отношение,1
"Наверное, нам повезло",4
Цена не соответствует качеству - всё хуже и хуже,2
"Хорошая авиакомпания, летать можно.....",5
"Бюджетно и с питанием, сравнение с авиакомпанией &quot;Победа&quot;",4
Лучше многих авиакомпаний,4
"Комфортно летать,но цены слегка завышаются",5
Хорошая авиакомпания за свои деньги.,5
Компания аферистов!!!!,1
Стабильно задерживается,3
Да нормально все было!!!,4
Расстроили,1
Отказ в пасадке на рейс,1
Бюджетная и хорошая авиакомпания.,5
Все понравилось!,5
Никаких проблем у нас не возникло,5
Замечательно,5
"Из Ростова- на - Дону в Санкт- Петербург через Москву. Мы успели,а багаж нет.",4
Отвратительный сервис!,1
Лучшая авиакомпания,5
Не советую ими летать,1
"Первый полет в моей жизни, отличные впечатления!",5
Полет во сне и наяву,4
Понравилось,5
А мне очень понравилось!,5
Страшно,3
"Хорошая авиакомпания, претензий нет",5
Для российской авиакомпании - просто подарок,4
"Недочетов больше, чем плюсов!",3
Молодцы!,5
смешенные чувства,3
Агрессивное навязывание дополнительных услуг,2
Не так страшен черт,4
Сбой при начислении миль за перелеты,1
Нормальное соотношение цена-качество,5
неплохая компания,4
Первый полет - все ок!,5
в первый раз и...)))),3
плохо,1
Отлично,5
Летайте лучше на ковре...,1
Клиент всегда прав? Только не для Пегаса. Или как мы летели с Пхукета до Оренбурга 20 часов вместо 8,2
просто ужас,1
туроператор на четверочку!,4
Очень хороший турооператор!,5
я в шоке от отельних гидов Пегаса!,1
Нам очень понравилось,5
дорогущие экскурсии,2
Не слушайте врагов!!!,5
Пегас уже не тот,3
Пегас не заботится о клиентах,1
6 ночей по цене 5!!! спешите только в Пегасе!,2
Вероломный гид,2
Человеческий фактор,4
Нормальный туроператор.,5
Хороший туроператор,5
Все против туриста!,1
Куба в октябре,1
Всё работает чётко и слажено.,4
Внимательно оформляйте билеты на сайте!,2
Очень понравилось,5
"Внимательное и вежливое обслуживание, хорошие цены",5
мне нравится.,5
"При покупке тура он-лайн вечером, компания теряет заявку и не перезванивает",4
хоть на край света,5
Турфирма с душой),4
Великолепно.,5
очень понравилась компания,5
Не подвела с поездкой в Тай ! 5++++,5
Очень хорошо!,5
Сервиса 0,1
Хотите ли вы?,5
Пегас заманивает ценами и кидает туристов,2
Первый раз и последний брала тур этой компанией,1
"Туроператор дешевый, но говенный",3
Пять преимуществ- личный опыт!!! Пегас - моя любимая турфирма!!!,5
Не выбирать Пегас,1
"я больше через пегас не поеду, и вы не вздумайте!!!!!!!!!!!!!",1
"В целом зачет, но гид удивила!",4
"Отвратительная  экскурсия в Карфаген, Тунис",1
"как туроператор Пегас устраивает, но сотрудник-сотруднику рознь!!!убедилась на личном опыте!",4
Замечательно,5
Стойкие негативные эмоции в их адрес.,1
Отличный отдых в Мармарисе в сентябре 2015. Спасибо Пегасу за тур!,5
Безразличие,1
"Все бы ничего, но вот гиды....",3
Сфера сервиса хромает.,3
Мы едва не улетели на аварийном самолете! или как Пегас справляется с неполадками +фото,5
Слабовато будет для компании с громким именем!,3
Странное безразличие,1
Остались довольны,5
"Нормальный туроператор, нареканий нет! Таиланд 2013, поеду через них еще!",5
Обычный туроператор,3
"Великолепные экскурсии, в остальном как и остальные туроператоры",4
"Очень непрофессионально, испортили отдых",1
Обходите туроператора стороной,1
Гиды Хамы,4
"Поездка в Барселону, Испания. Чем Пегас нас так порадовал напоследок?!",5
Очень плохо,1
"приключения на каждом шагу, только нам не по вкусу.",1
Я довольна работой Пегаса,4
А я в восторге!,5
Профессионалы в Гоа,5
"не плохо, но могли бы и лучше",4
Высокая степень профессионализма в организации отдыха,5
Ужасно!,1
Навязчиво!!!,3
безответственность,1
"Ни чем нас не обидел, а даже наоборот...",5
Отдых с Пегас,2
Надёжный туроператор,5
Ужас!!!,1
Плоховато,2
Отлично!,5
Никакой организации.,1
"Еще о &quot;Пегас туристик&quot;, не все так плохо, в целом даже хорошо",5
Теперь в Испанию только с Пегас! +фотки Испании,5
В следующий раз сильно подумаю ехать ли с ним...,3
УЖАСНО!!!!,1
"Много лет вместе с Пегасом. Проверенная надежная компания. Акции, скидки и всяческие приятности гарантированы.",5
Пегас худшая компания,1
Хорошо,4
ни разу не радость!,2
"Хороший, ответственный тупоператор: хотите не переживать в путешествии? Обращайтесь в Пегас!",5
Стоит ли смело покупать путевку от Пегаса или поискать что нибудь другое?,4
Настоятельно нерекомендую связываться с Пегас.,1
Не фонтан. Дорого и бесплатные экскурсии других операторов у них платные.,4
теперь знаем как сним бороться!!!,2
В целом - все очень неплохо,4
только трансфер и больше ничего,2
Больше ни за что и ни при каких обстоятельствах,1
Несостоявшаяся поездка,1
Один день нервотрепки и мы на море!,3
не понравилось!,2
"Бюджетно, спокойно, без нервотрепок",4
"Было много ПЛОХОГО: постоянный перенос рейса туда, изменение воздушного маршрута обратно, незаинтересованные работники, НО было и ХОРОШЕЕ: мне продлили отпуск на 2 дня – БЕСПЛАТНО! +история-обманка со страховкой для начинающих туристов ФОТО",3
Страховка в Таиланде или чего мы не знали,3
СОВЕТЫ по бронированию тура Pegas Touristik через ТУРАГЕНТСТВО!,3
Отдых без проблем!,5
неплохо,4
Нячанг - экскурсия «Калейдоскоп» - ужас!!!!,1
нормуль,4
Ужас! Не ездейте с этим агентством!,1
не могу сказать ничего плохого,5
"На о. Пхукет с Пегасом, хорошо!",4
Незабываемый перелёт с тур оператором Пегас туристик!,1
Без каких-либо претензий,5
"Без приключений, разве что задержки рейса",3
Двояко...кроме цен нет плюсов,2
Обслуживание на высшем уровне,5
"Если денег нет, а хочется всего и супер, то не туроператор виноват!",4
Девиз компании&quot;Сделал гадость - на сердце радость&quot;,1
Другого выбора нет,3
почему все так недовольны? Со своими обязанностями справляется хорошо!,4
Плохо...,1
Отдыхаем только с Пегасом,5
Отвратительно и возмутительно,1
Мошенники Пегас,1
Жаль нельзя пегасу 0 баллов поставить,1
Пегас Туристик-отвратительность работают в Тайланде на Пхукете,1
Плохой сервис у Пегас туристик!,1
Не дешево - но безопасно!,4
"Грубые гиды, отвратительная фирма!!!!",1
Испореченный отдых,2
"Лично я почувствовала не просто ответственный подход к работе, но и просто человеческое отношение.",5
написано очень много отзывов. вот что я вам скажу..,4
"У нас летает один пегас, так что выбора нет",4
"Упаси вас Бог, брать экскурсии у Пегаса и вообще, связываться с ним!",1
Все было супер! В Египет только с ними!,5
Пользовались услугами Пегас туристик несколько раз.,5
"Отдых понравился, только гида не было...",4
А нам понравилось + много фото),5
"Качество, комфорт и сервис от Пегаса",5
Кошмар!,1
Такое позволяет себе только Пегас туристик!,2
Читайте отзыв,1
Пегас самый плохой туроператор в мире,1
Развод :(,1
Ужасная дорога до Египта через Израиль,1
"Осторожно, Пегас обманывает клиентов!",1
Наше первое и последнее (надеюсь) путешествие с Пегасом (Иордания),1
"если летите с ребенком,обязательно",1
Не берите кота в мешке!,1
Развод на деньги! Внимание!,3
Работа гидов,1
Кошмар!!,2
Рвачи за бугром,3
Нелепая случайность?....или у них всегда что-то не так?!,4
Египет через Израиль Аэропорт Овда. Отель REGENCY PLAZA AQUA PARK &amp; SPA 5* туроператор Пегас Туристит.,2
"Мы платим деньги за хорошее настроение, а не за то, чтобы нам хамили и грубили.",1
"Вполне неплохо, если покупаешь туры он-лайн. Как получить максимум плюсов.",5
Наверное три раза мне просто повезло... Три поездки с туроператором и не одной проблемы!,4
Как-то хитро всё устроено.,2
В меру хороший оператор и людская жадность!!!!,4
"Не посоветую, сервис никакой",3
"Есть интересные нюансы о которых стоит знать,",4
Лучше без Пегаса,2
Разбитых мечты об отпуске!,1
Гидам плевать на все!!!,1
Надеюсь больше данной компанией не придется пользоваться.!!!!!,1
"Несколько разных страны - один тур-оператор, да или нет?",5
Такое себе конечно удовольствие ,1
Жаждала давно написать отзыв о Пегасе! Люди будьте бдительны! + фото,1
разочарование,1
"ГОРИ ОГНЕМ, ПЕГАС ТУР!",1
Если бы был выбор...но у нас все делается через пегас.,2
&quot;думаем о людях&quot;,1
Отвратительный трансфер на Ко Чанг.,1
Недобросовестное исполнение обязательств от &quot;Пегас Туристик&quot;,1
Работа Пегас туристик,1
отдых с &quot;Пегас туристик&quot;: плюсы и минусы,4
"Не фирма, а недоразумение какое-то",1
"Отвратительный тураператор. Если уж летите с ними, не берите у них экскурсии, не портите себе отпуск!!!",1
"ОТ-ВРА-ТИ-ТЕЛЬ-НО! ОЧЕНЬ длинный и злой отзыв,готовьтесь.",1
ЭТО УЖАС!!!,1
Гиды в Тае повергли шок,1
он-лайн покупка тура через Пегас туристик,5
Наплевательское отношение,2
Не понравилась работа гида,2
нас чуть не забыли в Турции,3
"Турция, мы и Пегас. (Много букв+немного фото)",5
&quot;Мы решили отказаться от бесплатных экскурсий&quot; что правда то правда они просто сделали их платными.,1
дно,1
Не связывайтесь с ними!,1
Первый и последний раз,1
Обман,4
Омерзительно,1
Мошенничество!,1
Не умеют решать проблемы,3
PEGAS Touristik. Интересные предложения...,5
Не фонтан! На троечку!,3
Маленькие советы хорошего и экономичного отдыха в Египте летом в 2014г. Фото,4
Поищите другие варианты...,2
На крыльях Пегаса навстречу мечте… не об этом мы мечтали.,2
Отдых без проблем.,5
Все качественно!,5
Соответственно ценам,4
Был неплох при большой самостоятельной подготовке,4
Нормальный туроператор,5
Не довольны работой компании,3
Нет проблем с этим оператором,5
Знают свое дело!!!,5
Можно доверится,5
Пора бы наладить уже организационные моменты (наш рассказ),3
"Плохая компания, им наплевать на людей,просто гребут деньги!!!",1
Гиды Пегас туристика в этот раз пародовали,3
"Хотела отдохнуть хорошо, а получилось ОТЛИЧНО!",5
Никаких проблем никогда не возникало,5
остались довольны этой турфирмой,5
Непорядочный туроператор,1
Хорошо,5
Отстой!,1
мы довольны своим выбором,5
Пегас пока не подводил.,5
Очень плохо,1
Хуже турагентство нет.,1
Равнодушие к клиентам,1
Не помогли..,1
Больше ни ногой,1
"Хорошо, но заезд отвратительный",4
Достойно,4
нейтральное отношение,3
"Можно отдохнуть более экономно, но..",3
Доверие 100%-ое и супер отношение!,5
Хороший туроператор,5
Пегас туристик не подвел,5
Тур в рассрочку,1
Кидалово,1
Обычная тур-фирма + фото,4
доволен,5
Хороший Оператор!!!,4
Отвратительно и не раз,2
Некому НЕ рекомендую!!!,1
Свежие новости 2018 год,4
Теперь только Пегас! (+ фото с отпуска),5
Ужасно!  Не имейте с ними дело!,1
Наплевательское отношение к клиентам,1
pegas touristik  - туроператор на твердую четверку,4
Видимо нам просто повезло,4
Середнячок,3
"Говорю как турагент, не выбирайте ПЕГАС!",1
&quot;Пегас&quot; проигрывает на местах,4
НЕдовольным не читать!,5
"мы потратили не(на)много больше денег, чем планировали, но отдыхом остались довольны!",3
Очень плохо,1
Ужасно!!! Пегас Туристик = испортить себе отпуск.,1
Была ложка дегтя напоследок в бочке с медом,4
Отличный отдых,5
оператор хорошего уровня,4
Сработали на четверочку!,4
Мне НЕ понравилось!,1
Есть свои плюсы и минусы!,3
Очень удобный сервис!,5
"для людей настроенных на отдых, не ищущих недостатки",5
гид - ужасный,1
Хотите испортить отдых? Вам в Пегас!,1
Худшее из всего возможного,1
Среди всех туроператоров отдаю Пегасу первое место!,5
К Пегас Туристик нет претензий!,4
Ужасный тур оператор!!!!!,1
Весь отдых у них была беда со временем. Может они жили не по местному времени?,3
Развод,2
"Перестали работать над качеством, волнует только количество и прибыль",3
"Нормальный туроператор, бывает и хуже",4
Надежный туроператор,5
Все зависит от агента,5
Хороший туроператор. Не к чему придраться.,5
Наверно я не избалованна),5
Может нам просто повезло? :-),4
Компанию Пегас Туристик больше не выбору никогда  и никому не посоветую!,1
Отвратительная работа компании Пегас Туристик!!!,1
Как-то своеобразно.,3
Нормальный оператор,4
четверочка с натяжкой,4
Не айс,3
В следующий раз снова с Пегасом!,5
Поеду еще с Пегасом,5
Очень понравилось!!! Буду обращаться еще!,5
Это не партнер.,1
отдых,5
"Надежный туроператор, даже для первой поездки.",5
Могло быть и лучше,4
Как мы удачно отдохнули),5
Клиент всегда прав? Только не для Пегаса. Или как мы летели с Пхукета до Оренбурга 20 часов вместо 8,2
просто ужас,1
туроператор на четверочку!,4
Очень хороший турооператор!,5
я в шоке от отельних гидов Пегаса!,1
Нам очень понравилось,5
дорогущие экскурсии,2
Пегас уже не тот,3
Пегас не заботится о клиентах,1
6 ночей по цене 5!!! спешите только в Пегасе!,2
Вероломный гид,2
Человеческий фактор,4
Нормальный туроператор.,5
Хороший туроператор,5
Все против туриста!,1
Куба в октябре,1
Всё работает чётко и слажено.,4
Внимательно оформляйте билеты на сайте!,2
Очень понравилось,5
"Внимательное и вежливое обслуживание, хорошие цены",5
мне нравится.,5
"При покупке тура он-лайн вечером, компания теряет заявку и не перезванивает",4
хоть на край света,5
Турфирма с душой),4
Великолепно.,5
очень понравилась компания,5
Не подвела с поездкой в Тай ! 5++++,5
Очень хорошо!,5
Сервиса 0,1
Хотите ли вы?,5
Пегас заманивает ценами и кидает туристов,2
Не слушайте врагов!!!,5
От Пегаса лояльности не ждите!!!,1
Пегас,1
Гидам из пегаса прививают бешенство  при приеме на работу?...,1
"После крайне неудачной поездки с Пегасом, пользоваться услугами этого туроператора больше не хочу. К тому же цены на путевки не вызывают желание даже пробовать.",1
Полное недоверие к тур оператору,1
"Тур еще ничего, а вот экскурсии никакие",3
"4 (хорошо), с замечаниями",4
Экскурсия в Камбоджу от &quot;Пегаса&quot;,1
Наплевательское отношение с клиентам,3
"Не хуже и не лучше, чем многие.",4
"Пегас делает отдых за границей доступным, но при этом экономит всеми возможными способами",4
"Не предоставляет полной информации, наглые гиды и еще много чего",1
Ужасная компания.,1
Пегас о нас забыл,1
Пегас на Бали (фууу),1
"У нас была поездка в Акабу, Иордания. Семь дней и шесть ночей. Летели из Шереметьево, время вылета изменяли три раза. По прилету в Акабу ждали автобус от фирмы Пегас более часа по приезду в отлель hillton в 21:00 тур оператор пегас появится только на след",3
"Мой опыт (да да, он положительный))",5
Первый отпуск по горящему туру. Сервис Пегас в Тунисе,4
С Пегас можно летать,4
"Эх пегас, пегас – от чего же все твои сотрудники парят в небе, и редко спускаются на нашу грешную Землю … Отзыв на туристический оператор Пегас Туристик",3
Недоговаривают..это считатся обманом?,3
"не так страшен чёрт, как его малюют",3
НЕ ПОКУПАЙТЕ ЭКСКУРСИИ У ПЕГАСА,1
"о том, как мы вернули деньги",3
"Неплохой туроператор, если б не ОТЕЛЬНЫЕ ГИДЫ....",3
Воруют дни отдыха+непорядочное отношение,2
ужасное отношение к туристам,1
Испорченное окончание отдыха,1
Отвратительно.,1
&quot;Не покупаете наши экскурсии? Тогда я не буду Вам помогать&quot;.,3
Вместо заката закатали губу!!!,1
Негативный опыт,1
пегАС это ужАС,1
Хуже организации не придумать в страшном сне,1
оператор Пегас - в первый и последний раз!,1
Отвратительно!!! Испорченный отдых и настроение-это Пегас!!!,1
"Не отдыхайте с Пегасом, не портите себе отдых!",1
Шантаж и принуждение,1
"Туристический конвейер, но это больше плюс, чем минус",4
Не особо любим от него летать!,2
PEGAS TOURISTIK- В ПЕРВЫЙ И ПОСЛЕДНИЙ РАЗ,1
Не советую Пегас и СПА комплекс Aqua City,1
"Тайланд, экскурсия на остров Самет от пегаса",1
Отвратительный туроператор,1
"До оплаты тура оближут, после оплаты  могут и послать.",1
ЖДУН туристик,1
Сотрудники Пегас Туристик не внушают доверия.,2
В целом меня все устроило.,4
Отвратительный сервис Pegas - тур на Кубу,1
"Покупала здесь тур дважды - оба раза организация в целом вполне хорошая, о небольших косяках ниже",4
Минус один день.,3
Ужасно: хамство и обман,1
Низкие цены Библио-Глобуса ловушка,3
Не рекомендую,1
"Так и не поняли, зачем нам нужен был туроператор",3
Библио-Глобус - никогда больше.,1
Библио-Глобус Тайланд,2
Библио-глобус или как нам испортили отдых,1
"Нелогичная для туристов, но выгодная для них работа",1
Туроператор &quot;Библио Глобус&quot; - Ужасная компания!,1
УЖАС,1
"Как Библио-Глобус нас в Тайланд повез.. Рассказ с ценами и вагоном фото о проживании, экскурсиях от чебурашки и поездки в Камбоджу.. Все успей за 9 дней ;)",4
Если Вы хотите сэкономить на отношении к себе - Welcome,2
худший отельный гид Людмила Маркина,1
Раскрою секрет удачной покупки - живые цены от Библио Глобус,4
"Отдых, конечно, не испортил, но неприятное впечатление оставил",4
Обман со сроком поездки и условиями проживания,1
"Не выплачивает деньги пенсионерам , ветеранам труда.",1
"Библио-Глобус: ужасное отношение к клиентам, вы платите за одно, а получаете совсем другое",1
ЗА ВАШИ ЖЕ ДЕНЬГИ ВАС ОСТАВЯТ НА ЭКСКУРСИИ В ЧУЖОМ ГОРОДЕ!!!,1
Верните деньги по-хорошему!,1
Ужасный тур оператор,1
обман,1
Гид- 0 баллов или Как напрочь отбить желание брать экскурсии у гидов.,3
Ужасно,1
Схема обмана туристов Библио-Глобусом. Будьте бдительны,1
Чудесный отдых вместе с Библио-Глобус,4
Некомпетентные менеджеры,1
Обманывают и халатно относятся к своим клиентам.,2
Библио Глобус. Туроператор в Таиланде. С опаской теперь к этому оператору отношусь...,3
"Хитрый туроператор! В одном месте скидка, в другом двойная накрутка.",4
,5
Пакетные туры только с Библио Глобус,5
"Библио-Глобус и Таиланд. Первая поездка в Азию, разочарование или полный восторг?!",4
"Мои путешествия, только с Библио-Глобус",5
Не очень положительный отзыв,3
Солнечная Айя-Напа. Кипр.,5
Отвратительная организация туров,1
Обман и безответсвенность,1
Впечатления после 3 поездок,4
Зачем вообще нужен Библио Глобус?,1
Самый оборзевший оператор,1
Разочарование!,1
"Библио-Глобус теперь - увы, не тот, что прежде... НЕ СОВЕТУЮ!",1
Отвратительный туроператор,1
Экскурсии от библио глобуса или обман за ваши же деньги,1
Мошенники,1
Есть такой зверь... ПЕСЕЦ называется....,2
"Про поездки с Библио-Глобусом, про их сайт и особенности работы. К чему придраться? Не придумала к чему:)",5
Кошмар,1
Не выполняют договорённого,1
Опасения не оправдались,5
Отлично,5
"Добрый день!Никому не рекомендую пользоваться услугами отельных гидов Библио Глобус,цены очень высокие на туры,сервис никакой",1
Как лотерейный билет!,3
Проблема,1
Полное разочарование,1
"Прав не клиент, а турфирма",1
Отдых на 100%,5
Не ездите с Библио Глобус.,1
Путешествие в Сочи с Библио-Глобус удалось =),5
Непрофессионализм,3
ОБМАН!!!,1
Лучший туроператор,5
Трансфер в Крыму ужасный!,1
Отдых на отлично!,5
Испорченный отдых,1
Спасибо за отдых,5
"Вообщем неплохо, но....",3
Хорошо.,4
"Наплевательское отношение гидов, обман",1
В зависимости от места отдыха!,4
Нам понравилось!,5
Не разочаровался.,5
Отвратительная работа туроператора в Тайланде!!!! Больше никогда не куплю тур у этой компании!!!!,1
очень жалко свои деньги!!!,1
Черногория с Библио Глобус - все отлично!,5
"Отличная организация тура, сервис на высоте!!!",5
Отличная поездка!,4
Молодцы! с вами надежно!,5
Спасибо,4
Шикарный отдых с Kanoulas Travel,5
не приятный тур оператор,1
ненадежность,1
Экскурсоводы - &quot;патриоты&quot;,1
Очень остались довольны от тур оператора &quot;библио глобус&quot;,5
В целом неплохо. Поездка на Кипр из Екатеринбурга.,4
Чудесный отдых в Черногории!,5
экскурсия хошимин,1
.,1
Нормальный отзыв о тур операторе  Библио Глобус,2
"Подтверждение тура пришло быстро, рейс не задержали, гиды хорошие.",5
Библио Глобус стал проводником в чудесный заграничный мир!,5
Поездка на Кипр.,5
Отличный туроператор,5
Отличный и достойный оператор - всё профессионально!,5
Все прошло неплохо,4
Наплевательское отношение к клиентам...,2
Бибилоглобус-горкигород. Самое глупая и неувожительная система бронирования,1
"Ужасно, вас кинут",1
Операторы и гиды- бездельники. Мы остались без обеда +5 кг за неделю,3
Прекрасный отдых за небольшую цену,5
Пока радует+ОБНОВЛЕНИЯ!!!,4
Организация и проведение экскурсий - один сплошной минус!!!,2
Я одобряю,5
На Родос с Библио-глобус,5
Незабываемый отпуск на Кипре от Библио-Глобус,5
"Отрицательные эмоции от гидов,но плюс провожающей стороне",4
Не рекомендую,1
Хороший туроператор с самыми адекватными ценами,5
Cказочный  отпуск в Королевстве Таиланд c &quot;Библио Глобус&quot;,5
"Их не волновало, что мы попали в ураган Ирма - главное не тратить на нас деньги",1
Египет с Библио-Глобус,4
Вьетнам с БиблиоГлобусом,4
Библио Глобус? Смело езжайте! Актуальный отзыв накануне туристического сезона.,5
"Введение в заблуждение клиентов, продажа выгодных компании туров",2
Четкая работа ТО,5
Путешествие с Библио-Глобус,5
После первого опыта отдыха с Библио Глобус планируем брать туры только у них.,5
Египет с Библио Глобус...Рекомендую),5
Как организатор экскурсий - этот оператор  ..... Плохой,1
Ужасно не продуманная логистика!!!,1
Паттайя с Библио-глобус!,5
Деньги не вернут!!!,1
Объективно хорошая компания в целом.,4
Обман и мошенничество!!!!!!!!!!,1
имею опыт поездок в Юго Восточную Азию и Европу с глобусом,4
Остались очень довольны!,5
Хамское отношение! Клиент- никогда не прав!! Главные девизы компании!,1
Разочарование за собственные деньги,2
Библио глобус молодцы!,5
Данный туроператор не клиентоориентирован,1
У нас все прошло гладко!,5
Приемлимый туроператор для путешествий на Кипр (пара фото с экскурсии),3
Придраться не к чему),5
Сплошной обман и вымогательство денег,1
Мошенники,1
хамоватая контора...,1
Хорошо.,4
Малоизвестный в нашем городе туроператор,5
Плохо,2
На Кипр - только с Библио-Глобусом!,5
Фото отпуска в ОАЭ через Библиоглобус,5
Отзыв на экскурсию Пиратское путешествие,1
кидают,1
серьезный и ответственный туристический оператор,5
"Спасибо, что живой!",1
"Думала, будет хуже... Мое мнение об этой авиакомпании +ФОТО",4
"Ural Airlines: Ваши мечты - наши крылья! Достаточно комфортно доставили нас в отпуск в Сочи + ФОТО нашего самолета, еды, красивый ВИД ИЗ ОКНА и ради чего стОит летать",5
уральский кошмар...,1
Мы больше не полетим,1
Преступная халатность.,1
Как вам не стыдно... за такие отзывы! а я летела Уральскими Авиалиниями)),5
соответствие цена-качество на уровне!,5
Ужас!,1
Компания с переменным успехом. Пунктуальность им не знакома,4
"Не самый лучший перелет, но за такую цену сойдет",3
"Хоть на козе, но не эта авиалиния.",1
"Вас приветствуют Гастарбайтер авиалинии!!! Обновление 2015: отличаются ли чартерные перевозки от регулярных, почему нельзя покупать у Уральских авиалиний билеты ночью, а также останетесь ли вы голодными на коротких перелетах?!",3
"Уральские авиалинии , отзыв матери летевшей впервые с 7 месячным ребенком на руках, с пересадкой .+ ФОТО еды, ФОТО красивых облаков",5
Халатное отношение к пассажирам.,2
"Облака, похожие на вату; уральские авиалинии, летящие не на Урал) И кто-нибудь, ну накормите же меня =)",4
"இஇஇтуда хорошо,обратно страшно+фото+как я летала в этом годуஇஇஇ",4
Скотовозка!,1
"подали самолет, который не вместил всех пассажиров",2
"Уральские авиалинии: спасибо, что живой!",2
"Очень даже экономные перелёты, но явно не для тех, кто бережёт своё время и деньги. ПОСТОЯННЫЕ ЗАДЕРЖКИ РЕЙСОВ",3
Не очень довольны,3
Это был адский ад,1
Всё норм ),5
Отвратительная организация.,3
"После банкротства Трансаэро - лучшая авиакомпания для внутренних перелётов по России, но до международного уровня далеко.",3
"Лучше, чем я ожидала и гораздо лучше, чем могло быть.",5
Никогда не летайте с этой авиакомпанией!,1
"Никому не советую летать с ними!Жуткая задержка рейса НА 7.5 ЧАСОВ, шумный самолёт, ужасная еда!Минус на минусе!",2
Обычный перелет,4
Пока свежи воспоминания!!!,1
"ОБМАН ПОТРЕБИТЕЛЯ, Представитель авиакомпании в Домодедово - хам",1
Остался неприятный осадок от полета...,3
Мы выиграли суд и вернули деньги за отмененный рейс,1
Авиакомпания разочаровала,2
Напишу чем кормят в самолете + фото питания,3
Уральские Авиалинии. Перелет с малышом.,4
Очень плохо!,1
Перелет Симферополь-Москва. Комфортно. Подарки для ребенка.,5
Непорядочность и свинское отношение отталкивает!,1
Стараюсь их избегать,3
"А мне понравилось! Команда профессионалов, взлет-посадка мягко, как перышко! и пилот был классный экскурсовод-юморист!",5
Комфортабельные полёты и качественный сервис по доступней цене,5
Уральские авиалинии - заоблачные цены при низком сервисе,3
Не советую,2
Кризис свирепствует. Внимательно изучайте условия перевозки! На что обратить внимание при покупке билета.,3
Клаустрофобия и хамство,1
Выбирайте другую авиакомпанию.,1
Никогда больше!,2
Первое впечатление,3
Летайте если не страшно!,1
Зря боялась!,4
"Спасибо, что живой",2
Отменен обратный рейс!!!,1
"Если можете выбирать, выберите другое",2
Кошмар,1
Беспредел!,1
цинизм,1
Если  цена имеет значение - можно смириться и с недостатками,3
